Who,What,When,Where,How (profit N-F),NR,Opacity,How (check character),How (year),How (policy),Why,Contact (surname),Contact (firstname),Contact (current only),Provider (surname),Provider (firstname),Provider (email),Address (postal),Address (location)
CNRS Images,46856,2017-06-19,https://images.cnrs.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1 place Aristide Briand, 92190, Meudon, France","1 place Aristide Briand, 92190, Meudon, France"
ARTE France Développement,33859,2017-06-20,https://educ.arte.tv,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"8 rue Marceau 92785 Issy les Moulineaux cedex 9, France","8 rue Marceau, 92130, Issy-les-Moulineaux, France"
ARTE France,20863,2017-06-21,https://enseignants.lumni.fr/ ,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"8 rue Marceau 92785 Issy les Moulineaux cedex 8, France","8 rue Marceau, 92130, Issy-les-Moulineaux, France"
Literati,69428,2017-06-26,https://literati.ro,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Republicii 202, Comarnic, Prahova, ROMANIA","Republicii 202, Comarnic 105700, Prahova Romania"
"Institut national du sport, de l'expertise et de la performance",56432,2017-06-27,https://www.insep.fr/fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"11 avenue du Tremblay, 75012, Paris, France","11 avenue du Tremblay, 75012, Paris, France"
Cité de l'architecture et du patrimoine,43435,2017-06-29,https://citedelarchitecture.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1, place du Trocadéro et du 11 Novembre, 75016, Paris, France","1, place du Trocadéro et du 11 Novembre, 75016, Paris, France"
Archives départementales de l'Indre,30439,2017-07-05,http://www.archives36.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1 Rue Jeanne d'Arc, 36000, Châteauroux, France","1 Rue Jeanne d'Arc, 36000, Châteauroux, France"
Fondation La main à la pâte,17443,2017-07-10,https://www.fondation-lamap.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"43 rue de Rennes, 75006, Paris, France","43 rue de Rennes, 75006, Paris, France"
Institut National de l'Information Géographique et Forestière,79004,2017-07-12,https://www.ign.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"73 Avenue de Paris 94165 Saint-Mande CEDEX, France","73 Avenue de Paris, 94160, Saint-Mandé, France"
Caltech Archives,77914,2017-08-02,https://resolver.caltech.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,EZID ARK only,Anonyme,Anonyme,contact@email.com,,,,"1200 E. California Blvd. Pasadena, CA 91125-3200, USA","1200 E. California Blvd. Pasadena, CA 91125, USA"
Musée de l'Armée,66008,2017-08-04,https://basedescollections.musee-armee.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"129 rue de Grenelle, 75007, Paris","129 rue de Grenelle, 75007, Paris"
Philadelphia Museum of Art,53011,2017-08-08,https://philamuseum.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"2600 Benjamin Franklin Parkway, Philadelphia, PA 19130, USA","2600 Benjamin Franklin Parkway, Philadelphia, PA 19130, USA"
edulib,40015,2017-08-29,https://www.edulib.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"5 Allée de la 2ème Division Blindée, 75015, Paris, France","5 Allée de la 2ème Division Blindée, 75015, Paris, France"
Educlever,27019,2017-09-04,http://educlever.io,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"89 bis, Rue Général Mangin, 38100, Grenoble, France","59 Rue Benoît Malon, 94250, Gentilly, France"
"Ville de Liège - Département de la Culture, des Musées et du Tourisme",14024,2017-09-15,http://lesmuseesdeliege.be/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"136 En Feronstrée, Liège, 4000, Belgium","136 En Feronstrée, Liège, 4000, Belgium"
Bibliothèque municipale de Lyon,75584,2017-09-21,https://catalogue.bm-lyon.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"30 boulevard Vivier-Merle, 69003, Lyon, France","30 boulevard Vivier-Merle, 69003, Lyon, France"
Médiathèques d'Orléans,77916,2017-09-27,https://mediatheques.orleans-metropole.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1, place Gambetta, CS 74311 / 45043 Orléans, cedex 1, France","1 Place Gambetta, 45043, Orléans, France"
The Kyoto University Museum,62587,2017-10-04,https://www.rra.museum.kyoto-u.ac.jp,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Yoshida-Honmachi, Sakyo-ku, Kyoto, 606-8501, Japan","Yoshida-Honmachi, Sakyo-ku, Kyoto, 606-8501, Japan"
Archives départementales du Jura,36595,2017-10-05,http://www.archives39.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Impasse des Archives, 39570, BP14, Montmorot, France","Impasse des Archives, 39570, Montmorot, France"
Effios,49591,2017-10-05,https://www.effios.fr/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"SAS EFFIOS, 46 rue des Belles Feuilles, 75116 Paris, France","234 boulevard Saint Germain, 75007, Paris, France"
Office français de protection des réfugiés et apatrides,23600,2017-10-09,https://www.ofpra.gouv.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"201 rue Carnot, 94136 Fontenay-sous-bois cedex, France","201 Rue Carnot, 94120, Fontenay-sous-Bois, France"
Musée des Beaux-Arts de Rennes,10946,2017-10-16,https://mba.rennes.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"20 Quai Émile Zola, 35000, Rennes, France","20 Quai Émile Zola, 35000, Rennes, France"
Data and Service Center for the Humanities,72163,2017-10-16,https://dasch.swiss,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"c/o Digital Humanities Lab, University of Basel, Bernoullistrasse 32, CH-4056 Basel, Switzerland","Petersgraben 35, 4051 Basel, Switzerland"
"American University of Beirut, University Libraries",86073,2017-10-20,https://www.aub.edu.lb/libraries/Pages/default.aspx,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"Riyad El-Solh, Beirut 11072020, Lebanon","Riyad El-Solh, Beirut 11072020, Lebanon"
Journal of Philosophical Criticism,59167,2017-10-27,http://www.journalpc.org/ojs/index.php/jpc,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Piazza Dante, 32, University of Catania, 95124, Catania, Italy","Piazza Dante, 32, University of Catania, 95124, Catania, Italy"
Universidad Nacional Autonoma de México campus Morelia,46171,2017-10-27,http://www.morelia.unam.mx/campus,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Antigua Carretera a Pátzcuaro 8701, Ex-Hacienda de San José de La Huerta, 58190 Morelia, Mich, Mexico","Antigua Carretera a Pátzcuaro 8701, Ex-Hacienda de San José de La Huerta, 58190 Morelia, Mich, Mexico"
Archives de l'Université catholique de Louvain,33176,2017-10-27,https://archives.uclouvain.be/atom,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"3 Place Montesquieu, Louvain-la-Neuve, B-1348, Belgium","Place Montesquieu 3 1348 Ottignies-Louvain-la-Neuve, Belgium"
Archives départementales du Loiret,20522,2017-10-30,https://www.archives-loiret.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Cité Administrative Coligny, 131 rue du faubourg Bannier, 45000 ORLEANS, France","6 Rue d'Illiers, 45000, Orléans, France"
Tunisian National Library,68743,2017-10-31,https://www.bnt.nat.tn/uhtbin/cgisirsi.exe/yGAu48OYEv/BNT/168980018/60/502/X,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1008 Boulevard du 9 Avril 1938, Tunis, Tunisia","1008 Boulevard du 9 Avril 1938, Tunis, Tunisia"
Fédération departementale des Musées d'Agriculture et du Patrimoine Rural en Loire-Atlantique,55747,2017-11-20,https://www.patrimoinerural44.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"81 rue Anne de Bretagne, 44360, Vigneux-de-Bretagne, France","81 rue Anne de Bretagne, 44360, Vigneux-de-Bretagne, France"
Zapruder World,86074,2017-11-29,https://www.zapruderworld.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"Santa Barbara, California 93106, USA","Santa Barbara, California 93106, USA"
Centre National d'Enseignement à Distance,42752,2017-12-06,https://cned.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"CNED - Direction Générale, BP 80300, 86963 Futuroscope Chasseneuil Cedex, France","Téléport 4 - site du Futuroscope, 2 boulevard Léonard-de-Vinci, 86360, Chasseneuil-du-Poitou, France"
Bibliothèque municipale de Périgueux,30098,2017-12-15,https://www.perigueux.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"23 rue du Président-Wilson BP 20130 24005 Périgueux cedex, France","12 avenue Georges Pompidou, 24000, Périgueux, France"
Université Côte d'Azur,17103,2017-12-22,https://www.univ-cotedazur.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Université Nice Sophia Antipolis, 06101 Nice Cedex 2, France","24 av Diables Bleus, 06000, Nice, France"
Bibliothèque Municipale à Vocation Régionale de Nice,78320,2017-12-22,https://www.bmvr.nice.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1 avenue Saint Jean Baptiste, 06364 Nice Cedex 4, France","2 Place Yves Klein, 06300, Nice, France"
"Japan Association for Language Teaching, Critical Thinking Special Interest Group",65324,2017-12-27,http://www.jaltcriticalthinking.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Urban Edge Bldg 5F, 1-37-9 Taito, Taito-ku, Tokyo 110-0016, Japan","Taito-ku, Tokyo 110-0016, Japan"
Archives départementales du Calvados,52329,2018-01-11,https://archives.calvados.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"61 rue de Lion-sur-Mer, 14000 Caen, France","61 rue de Lion-sur-Mer, 14000, Caen, France"
Établissement de Communication et de Production Audiovisuelle de la Défense,39674,2018-01-15,https://ecpad.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"2/8 Route du Fort, 94205, Ivry-sur-Seine, France","2/8 Route du Fort, 94205, Ivry-sur-Seine, France"
Bureau de Recherches Géologiques et Minières,26679,2018-01-15,https://www.brgm.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"BRGM, 3 avenue Claude-Guillemin - BP 36009, 45060 Orléans Cedex 2, France","3 Avenue Claude Guillemin, 45100, Orléans, France"
Archives de Nîmes,13682,2018-01-18,https://www.nimes.fr/mairie/archives-municipales.html,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Archives Municipales, 22 bis Rue Pradier, 30000, Nîmes, France","Archives Municipales, 22 bis Rue Pradier, 30000, Nîmes, France"
Archives municipales de Lille,74900,2018-01-25,https://archives.lille.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Hôtel de Ville, Place Augustin Laurent, BP 667, 59033 Lille Cedex, France","Place Augustin Laurent, 59033, Lille, France"
Institut International de la Marionnette,61905,2018-01-26,https://www.artsdelamarionnette.eu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"7 Place Winston Churchill, 08000, Charleville-Mezieres, France","7 Place Winston Churchill, 08000, Charleville-Mezieres, France"
Cité de la musique - Philharmonie de Paris,49250,2018-01-29,https://philharmoniedeparis.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"221 avenue Jean-Jaurès, 75019, Paris, France","221 avenue Jean-Jaurès, 75019, Paris, France"
Réunion des musées nationaux - Grand Palais,36255,2018-02-01,https://grandpalais.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"254/256 rue de Bercy, 75577 Paris CEDEX 12, France","3 Avenue du Général Eisenhower, 75008, Paris, France"
Agence France Presse,23258,2018-02-05,https://www.afp.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"11-13 Place de la Bourse, 75002, Paris, France","11-13 Place de la Bourse, 75002, Paris, France"
Iowa State University,87292,2018-02-07,https://www.lib.iastate.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK only,Anonyme,Anonyme,contact@email.com,,,,"University Library 701 Morrill Rd., Ames, IA 50011-2101, USA","701 Morrill Rd., Ames, IA 50011, USA"
Médiathèque François-Mitterrand Poitiers,10262,2018-02-08,http://www.bm-poitiers.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"4 rue de l'Université, CS 70619, 86022, Poitiers, France","4 Rue de l'Université, 86000, Poitiers, France"
Archives municipales de Fontainebleau,71481,2018-02-12,http://archives.fontainebleau.fr/archive/recherche/generale,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Archives municipales de Fontainebleau, 40 rue Grande, 77300, Fontainebleau, France","Archives municipales de Fontainebleau, 40 rue Grande, 77300, Fontainebleau, France"
Humensis,58826,2018-02-19,https://humensis.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"170 bis, boulevard du Montparnasse CS 20012, 75680, Paris cedex 14, France","170bis Boulevard du Montparnasse, 75014, Paris, France"
Ruhr Universität Bochum,45831,2018-02-26,https://www.ruhr-uni-bochum.de/de,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Universitätsstr. 150, 44801 Bochum, Germany","Universitätsstr. 150, 44801 Bochum, Germany"
Quantiply Corporation,32834,2018-03-03,http://quantiply.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"333 West San Carlos Street, Suite 1650, San Jose, CA 95113, USA","333 W San Carlos St # 1650 San Jose, CA 95110, USA"
Cahiers de la Haute-Loire,19838,2018-03-12,https://www.cahiersdelahauteloire.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Les Cahiers de la Haute-Loire, Archives departementales, 31 av. de Tonbridge, 43000 Le Puy-en-Velay, France","4 Avenue de Meschede, 43000, Le Puy-en-Velay, France"
"Unit Research - Research, Enterprises and Decision",68402,2018-03-12,http://www.ur-red.com/ang/index.php,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"GABES, TUNISIA","GABES, TUNISIA"
Varepsilon Ltd,42410,2018-03-12,http://varepsilon.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"34 Rishki Prohod, et. 8, ap. 35, Shumen, Bulgaria","bul. ""Rishki Prohod"" 34, ет. 8, ап. 35 9701 Dobrudzhanski, Shumen, Bulgaria"
Institut Mémoires de l'édition contemporaine,29414,2018-03-22,https://www.imec-archives.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Abbaye d'Ardenne, 14280, Saint Germain la Blanche Herbe, France","Abbaye d'Ardenne, 14280, Saint Germain la Blanche Herbe, France"
La Fabrique de patrimoines en Normandie,16418,2018-03-26,https://www.lafabriquedepatrimoines.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"9 rue Vaubenard, 14000, Caen, France","9 rue Vaubenard, 14000, Caen, France"
Archives départementales du Lot,77978,2018-03-28,https://archives.lot.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"218 Rue des Cadourques, 46000, Cahors, France","218 Rue des Cadourques, 46000, Cahors, France"
Global Politics Review,55407,2018-04-03,https://www.globalpoliticsreview.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Via Palmieri 25, 10138, Torino, Italy","Via Palmieri 25, 10138, Torino, Italy"
AJLSM,64983,2018-04-04,http://ajlsm.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"17 Rue Vital Carles, 33000, Bordeaux, France","17 Rue Vital Carles, 33000, Bordeaux, France"
Archives municipales de Chalon-sur-Saône,38990,2018-04-11,http://archives.chalon.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Mairie de Chalon, CS 70092, 71321 Chalon-sur-Saône cedex, France","16 rue de la jonchère, 71880, Chatenoy-le-Royale, France"
LBNL ETA Building Tech and Urban Systems,51986,2018-04-11,https://eta.lbl.gov,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"1 Cyclotron Road, MS 90R3029-B, Berkeley, CA 94720, USA","1 Cyclotron Road, Berkeley, CA 94720 MSn90R3111, USA"
UCD Online Strategies,87287,2018-04-14,https://library.ucdavis.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"Davis, California, USA","One Shields Avenue, Davis, CA 95616, USA"
Archives Municipales de Landerneau,12999,2018-04-23,https://patrimoine.landerneau.bzh/fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"(Médiathèque Per Jakez Hélias) route de la Petite Palud, 29800, Landerneau, France","(Médiathèque Per Jakez Hélias) route de la Petite Palud, 29800, Landerneau, France"
Explorateur de Métiers,25994,2018-04-23,https://www.explorateurdemetiers.tv/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"12 rue Jacques Kable, 94130, Nogent-sur-marne, France","12 rue Jacques Kable, 94130, Nogent-sur-marne, France"
Archives de Rennes,74559,2018-04-26,https://www.archives.rennes.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"18 avenue Jules-Ferry, 35700, Rennes, France","18 avenue Jules-Ferry, 35700, Rennes, France"
Dartmouth Virtual Basilica,81428,2018-05-01,https://rc.dartmouth.edu/index.php/virtual-basilica-project,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK only,Anonyme,Anonyme,contact@email.com,,,,"HB 6033 Dartmouth College, Hanover, NH 03755, USA","NH 03755, USA"
Dartmouth Thayer Instructional Labs,88736,2018-05-01,https://engineering.dartmouth.edu/undergraduate/labs,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK only,Anonyme,Anonyme,contact@email.com,,,,"14 Engineering Drive, Dartmouth College, Hanover, NH 03755, USA","14 Engineering Drive, Dartmouth College, Hanover, NH 03755, USA"
Bibliothèque Mazarine,61562,2018-05-02,https://www.bibliotheque-mazarine.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"23 quai de Conti, 75006, Paris, France","23 quai de Conti, 75006, Paris, France"
Pearltrees,48566,2018-05-03,https://pearltrees.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"131 boulevard de Sebastopol, 75002, Paris, France","131 boulevard de Sebastopol, 75002, Paris, France"
Château de Versailles,35570,2018-05-14,https://chateauversailles.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1 rue de l'indépendance américaine, 78000, Versailles, France","1 rue de l'indépendance américaine, 78000, Versailles, France"
Archives départementales de la Creuse,22575,2018-05-23,https://archives.creuse.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,BP 164 23004 Guéret Cedex,"30 Rue Franklin Roosevelt, 23000, Guéret, France"
Archives départementales du Val-de-Marne,71138,2018-05-31,http://archives.valdemarne.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"10, rue des Archives, 94054 Créteil Cedex, France","10 Rue des Archives, 94000, Créteil, France"
Punctum Books,84135,2018-05-31,https://punctumbooks.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"962 West Campus Lane Goleta, California 93117, USA","962 West Campus Lane Goleta, California 93117, USA"
Université Paris-Est Marne-la-Vallée,58142,2018-06-11,http://www.u-pem.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"5 Boulevard Descartes, 77420, Champs-sur-Marne, France","5 Boulevard Descartes, 77420, Champs-sur-Marne, France"
Le Génie Editeur,45146,2018-06-13,https://www.le-genie.com/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"38 avenue Jean Jaurès, 73000, Chambéry, France","38 avenue Jean Jaurès, 73000, Chambéry, France"
English Attack!,32151,2018-06-14,https://fr.english-attack.com/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"75 rue de Lourmel, 75015, Paris, France","75 rue de Lourmel, 75015, Paris, France"
Edumalin,19496,2018-06-25,https://www.edumalin.fr/home,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"101 Rue de Sèvres, 75007, Paris, France","101 Rue de Sèvres, 75007, Paris, France"
SpeakShake  ,67718,2018-06-25,http://www.speakshake.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"36 rue de l'Amiral Hamelin, 75116 Paris, France","36 rue de l'Amiral Hamelin, 75016 Paris, France"
Naturalis Biodiversity Center,54722,2018-06-27,https://naturalis.nl,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Vondellaan 55, 2332 AA Leiden, Netherlands","Vondellaan 55, 2332 AA Leiden, Netherlands"
Duke Visible Thinking,88737,2018-06-29,https://visiblethinking.duke.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"905 West Main Street, Suite 25B, Durham, NC 27701, USA","905 West Main Street, Suite 25B, Durham, NC 27701, USA"
MatchWare,41727,2018-07-04,https://matchware.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"311 South Brevard Ave., Tampa, FL 33606-2205, USA","311 South Brevard Ave., Tampa, FL 33606, USA"
"Bodleian Libraries, University of Oxford",29072,2018-07-09,https://www.bodleian.ox.ac.uk,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Bodleian Libraries, Broad Street, Oxford OX1 3BG, UK","Broad Street, Oxford OX1 3BG, UK"
Institut du Monde Arabe,16077,2018-07-10,https://www.imarabe.org/fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1, rue des Fossés Saint-Bernard, Paris cedex 05, France","1 Rue des Fossés Saint-Bernard, 75005, Paris, France"
Génération 5,77294,2018-07-16,https://www.generation5.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"82 rue du Bon Pasteur, 73000, Chambéry, France","82 rue du Bon Pasteur, 73000, Chambéry, France"
Institut national de recherches archéologiques préventives,64298,2018-07-18,https://inrap.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"121 rue d'Alésia CS 20007, 75685, Paris cedex 14, France","121 Rue d'Alésia, 75014, Paris, France"
UCI PECE project,81416,2018-07-18,https://worldpece.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"Dept. of Anthropology, 3151 Social Sciences Plaza, UC Irvine, Irvine, CA 92697, USA","3151 Social Sciences Plaza, Irvine, CA 92617, USA"
Delta Expert,51303,2018-07-25,https://delta-expert.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"20 rue Lavoisier, 95300, Pontoise, France","20 rue Lavoisier, 95300, Pontoise, France"
