Who,What,When,Where,How (profit N-F),NR,Opacity,How (check character),How (year),How (policy),Why,Contact (surname),Contact (firstname),Contact (current only),Provider (surname),Provider (firstname),Provider (email),Address (postal),Address (location)
Médiathèque Puzzle,59852,2017-06-07,https://mediatheque.mairie-thionville.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1 Place Malraux, 57100, Thionville, France","1 Place Malraux, 57100, Thionville, France"
CNRS Images,46856,2017-06-19,https://images.cnrs.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1 place Aristide Briand, 92190, Meudon, France","1 place Aristide Briand, 92190, Meudon, France"
ARTE France Développement,33859,2017-06-20,https://educ.arte.tv,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"8 rue Marceau 92785 Issy les Moulineaux cedex 9, France","8 rue Marceau, 92130, Issy-les-Moulineaux, France"
ARTE France,20863,2017-06-21,https://enseignants.lumni.fr/ ,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"8 rue Marceau 92785 Issy les Moulineaux cedex 8, France","8 rue Marceau, 92130, Issy-les-Moulineaux, France"
"Institut national du sport, de l'expertise et de la performance",56432,2017-06-27,https://www.insep.fr/fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"11 avenue du Tremblay, 75012, Paris, France","11 avenue du Tremblay, 75012, Paris, France"
Cité de l'architecture et du patrimoine,43435,2017-06-29,https://citedelarchitecture.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1, place du Trocadéro et du 11 Novembre, 75016, Paris, France","1, place du Trocadéro et du 11 Novembre, 75016, Paris, France"
Archives départementales de l'Indre,30439,2017-07-05,http://www.archives36.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1 Rue Jeanne d'Arc, 36000, Châteauroux, France","1 Rue Jeanne d'Arc, 36000, Châteauroux, France"
Fondation La main à la pâte,17443,2017-07-10,https://www.fondation-lamap.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"43 rue de Rennes, 75006, Paris, France","43 rue de Rennes, 75006, Paris, France"
Institut National de l'Information Géographique et Forestière,79004,2017-07-12,https://www.ign.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"73 Avenue de Paris 94165 Saint-Mande CEDEX, France","73 Avenue de Paris, 94160, Saint-Mandé, France"
Musée de l'Armée,66008,2017-08-04,https://basedescollections.musee-armee.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"129 rue de Grenelle, 75007, Paris","129 rue de Grenelle, 75007, Paris"
edulib,40015,2017-08-29,https://www.edulib.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"5 Allée de la 2ème Division Blindée, 75015, Paris, France","5 Allée de la 2ème Division Blindée, 75015, Paris, France"
Educlever,27019,2017-09-04,http://educlever.io,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"89 bis, Rue Général Mangin, 38100, Grenoble, France","59 Rue Benoît Malon, 94250, Gentilly, France"
Bibliothèque municipale de Lyon,75584,2017-09-21,https://catalogue.bm-lyon.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"30 boulevard Vivier-Merle, 69003, Lyon, France","30 boulevard Vivier-Merle, 69003, Lyon, France"
Médiathèques d'Orléans,77916,2017-09-27,https://mediatheques.orleans-metropole.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1, place Gambetta, CS 74311 / 45043 Orléans, cedex 1, France","1 Place Gambetta, 45043, Orléans, France"
Archives départementales du Jura,36595,2017-10-05,http://www.archives39.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Impasse des Archives, 39570, BP14, Montmorot, France","Impasse des Archives, 39570, Montmorot, France"
Effios,49591,2017-10-05,https://www.effios.fr/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"SAS EFFIOS, 46 rue des Belles Feuilles, 75116 Paris, France","234 boulevard Saint Germain, 75007, Paris, France"
Office français de protection des réfugiés et apatrides,23600,2017-10-09,https://www.ofpra.gouv.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"201 rue Carnot, 94136 Fontenay-sous-bois cedex, France","201 Rue Carnot, 94120, Fontenay-sous-Bois, France"
Musée des Beaux-Arts de Rennes,10946,2017-10-16,https://mba.rennes.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"20 Quai Émile Zola, 35000, Rennes, France","20 Quai Émile Zola, 35000, Rennes, France"
Archives départementales du Loiret,20522,2017-10-30,https://www.archives-loiret.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Cité Administrative Coligny, 131 rue du faubourg Bannier, 45000 ORLEANS, France","6 Rue d'Illiers, 45000, Orléans, France"
Fédération departementale des Musées d'Agriculture et du Patrimoine Rural en Loire-Atlantique,55747,2017-11-20,https://www.patrimoinerural44.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"81 rue Anne de Bretagne, 44360, Vigneux-de-Bretagne, France","81 rue Anne de Bretagne, 44360, Vigneux-de-Bretagne, France"
Centre National d'Enseignement à Distance,42752,2017-12-06,https://cned.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"CNED - Direction Générale, BP 80300, 86963 Futuroscope Chasseneuil Cedex, France","Téléport 4 - site du Futuroscope, 2 boulevard Léonard-de-Vinci, 86360, Chasseneuil-du-Poitou, France"
Bibliothèque municipale de Périgueux,30098,2017-12-15,https://www.perigueux.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"23 rue du Président-Wilson BP 20130 24005 Périgueux cedex, France","12 avenue Georges Pompidou, 24000, Périgueux, France"
Université Côte d'Azur,17103,2017-12-22,https://www.univ-cotedazur.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Université Nice Sophia Antipolis, 06101 Nice Cedex 2, France","24 av Diables Bleus, 06000, Nice, France"
Bibliothèque Municipale à Vocation Régionale de Nice,78320,2017-12-22,https://www.bmvr.nice.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1 avenue Saint Jean Baptiste, 06364 Nice Cedex 4, France","2 Place Yves Klein, 06300, Nice, France"
Archives départementales du Calvados,52329,2018-01-11,https://archives.calvados.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"61 rue de Lion-sur-Mer, 14000 Caen, France","61 rue de Lion-sur-Mer, 14000, Caen, France"
Établissement de Communication et de Production Audiovisuelle de la Défense,39674,2018-01-15,https://ecpad.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"2/8 Route du Fort, 94205, Ivry-sur-Seine, France","2/8 Route du Fort, 94205, Ivry-sur-Seine, France"
Bureau de Recherches Géologiques et Minières,26679,2018-01-15,https://www.brgm.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"BRGM, 3 avenue Claude-Guillemin - BP 36009, 45060 Orléans Cedex 2, France","3 Avenue Claude Guillemin, 45100, Orléans, France"
Archives de Nîmes,13682,2018-01-18,https://www.nimes.fr/mairie/archives-municipales.html,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Archives Municipales, 22 bis Rue Pradier, 30000, Nîmes, France","Archives Municipales, 22 bis Rue Pradier, 30000, Nîmes, France"
Archives municipales de Lille,74900,2018-01-25,https://archives.lille.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Hôtel de Ville, Place Augustin Laurent, BP 667, 59033 Lille Cedex, France","Place Augustin Laurent, 59033, Lille, France"
Institut International de la Marionnette,61905,2018-01-26,https://www.artsdelamarionnette.eu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"7 Place Winston Churchill, 08000, Charleville-Mezieres, France","7 Place Winston Churchill, 08000, Charleville-Mezieres, France"
Cité de la musique - Philharmonie de Paris,49250,2018-01-29,https://philharmoniedeparis.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"221 avenue Jean-Jaurès, 75019, Paris, France","221 avenue Jean-Jaurès, 75019, Paris, France"
Réunion des musées nationaux - Grand Palais,36255,2018-02-01,https://grandpalais.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"254/256 rue de Bercy, 75577 Paris CEDEX 12, France","3 Avenue du Général Eisenhower, 75008, Paris, France"
Agence France Presse,23258,2018-02-05,https://www.afp.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"11-13 Place de la Bourse, 75002, Paris, France","11-13 Place de la Bourse, 75002, Paris, France"
Médiathèque François-Mitterrand Poitiers,10262,2018-02-08,http://www.bm-poitiers.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"4 rue de l'Université, CS 70619, 86022, Poitiers, France","4 Rue de l'Université, 86000, Poitiers, France"
Archives municipales de Fontainebleau,71481,2018-02-12,http://archives.fontainebleau.fr/archive/recherche/generale,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Archives municipales de Fontainebleau, 40 rue Grande, 77300, Fontainebleau, France","Archives municipales de Fontainebleau, 40 rue Grande, 77300, Fontainebleau, France"
Humensis,58826,2018-02-19,https://humensis.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"170 bis, boulevard du Montparnasse CS 20012, 75680, Paris cedex 14, France","170bis Boulevard du Montparnasse, 75014, Paris, France"
Cahiers de la Haute-Loire,19838,2018-03-12,https://www.cahiersdelahauteloire.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Les Cahiers de la Haute-Loire, Archives departementales, 31 av. de Tonbridge, 43000 Le Puy-en-Velay, France","4 Avenue de Meschede, 43000, Le Puy-en-Velay, France"
Institut Mémoires de l'édition contemporaine,29414,2018-03-22,https://www.imec-archives.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Abbaye d'Ardenne, 14280, Saint Germain la Blanche Herbe, France","Abbaye d'Ardenne, 14280, Saint Germain la Blanche Herbe, France"
La Fabrique de patrimoines en Normandie,16418,2018-03-26,https://www.lafabriquedepatrimoines.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"9 rue Vaubenard, 14000, Caen, France","9 rue Vaubenard, 14000, Caen, France"
Archives départementales du Lot,77978,2018-03-28,https://archives.lot.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"218 Rue des Cadourques, 46000, Cahors, France","218 Rue des Cadourques, 46000, Cahors, France"
AJLSM,64983,2018-04-04,http://ajlsm.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"17 Rue Vital Carles, 33000, Bordeaux, France","17 Rue Vital Carles, 33000, Bordeaux, France"
Archives municipales de Chalon-sur-Saône,38990,2018-04-11,http://archives.chalon.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Mairie de Chalon, CS 70092, 71321 Chalon-sur-Saône cedex, France","16 rue de la jonchère, 71880, Chatenoy-le-Royale, France"
Archives Municipales de Landerneau,12999,2018-04-23,https://patrimoine.landerneau.bzh/fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"(Médiathèque Per Jakez Hélias) route de la Petite Palud, 29800, Landerneau, France","(Médiathèque Per Jakez Hélias) route de la Petite Palud, 29800, Landerneau, France"
Explorateur de Métiers,25994,2018-04-23,https://www.explorateurdemetiers.tv/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"12 rue Jacques Kable, 94130, Nogent-sur-marne, France","12 rue Jacques Kable, 94130, Nogent-sur-marne, France"
Archives de Rennes,74559,2018-04-26,https://www.archives.rennes.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"18 avenue Jules-Ferry, 35700, Rennes, France","18 avenue Jules-Ferry, 35700, Rennes, France"
Bibliothèque Mazarine,61562,2018-05-02,https://www.bibliotheque-mazarine.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"23 quai de Conti, 75006, Paris, France","23 quai de Conti, 75006, Paris, France"
Pearltrees,48566,2018-05-03,https://pearltrees.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"131 boulevard de Sebastopol, 75002, Paris, France","131 boulevard de Sebastopol, 75002, Paris, France"
Château de Versailles,35570,2018-05-14,https://chateauversailles.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1 rue de l'indépendance américaine, 78000, Versailles, France","1 rue de l'indépendance américaine, 78000, Versailles, France"
Archives départementales de la Creuse,22575,2018-05-23,https://archives.creuse.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,BP 164 23004 Guéret Cedex,"30 Rue Franklin Roosevelt, 23000, Guéret, France"
Archives départementales du Val-de-Marne,71138,2018-05-31,http://archives.valdemarne.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"10, rue des Archives, 94054 Créteil Cedex, France","10 Rue des Archives, 94000, Créteil, France"
Université Paris-Est Marne-la-Vallée,58142,2018-06-11,http://www.u-pem.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"5 Boulevard Descartes, 77420, Champs-sur-Marne, France","5 Boulevard Descartes, 77420, Champs-sur-Marne, France"
Le Génie Editeur,45146,2018-06-13,https://www.le-genie.com/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"38 avenue Jean Jaurès, 73000, Chambéry, France","38 avenue Jean Jaurès, 73000, Chambéry, France"
English Attack!,32151,2018-06-14,https://fr.english-attack.com/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"75 rue de Lourmel, 75015, Paris, France","75 rue de Lourmel, 75015, Paris, France"
Edumalin,19496,2018-06-25,https://www.edumalin.fr/home,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"101 Rue de Sèvres, 75007, Paris, France","101 Rue de Sèvres, 75007, Paris, France"
SpeakShake  ,67718,2018-06-25,http://www.speakshake.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"36 rue de l'Amiral Hamelin, 75116 Paris, France","36 rue de l'Amiral Hamelin, 75016 Paris, France"
Institut du Monde Arabe,16077,2018-07-10,https://www.imarabe.org/fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1, rue des Fossés Saint-Bernard, Paris cedex 05, France","1 Rue des Fossés Saint-Bernard, 75005, Paris, France"
Génération 5,77294,2018-07-16,https://www.generation5.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"82 rue du Bon Pasteur, 73000, Chambéry, France","82 rue du Bon Pasteur, 73000, Chambéry, France"
Institut national de recherches archéologiques préventives,64298,2018-07-18,https://inrap.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"121 rue d'Alésia CS 20007, 75685, Paris cedex 14, France","121 Rue d'Alésia, 75014, Paris, France"
Delta Expert,51303,2018-07-25,https://delta-expert.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"20 rue Lavoisier, 95300, Pontoise, France","20 rue Lavoisier, 95300, Pontoise, France"
Anaphore,25653,2018-08-13,https://www.anaphore.eu,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"3 ter, chemin de la Fontaine, 13570, Barbentane, France","3 ter, chemin de la Fontaine, 13570, Barbentane, France"
Archives Nationales du Monde du Travail,60879,2018-09-11,https://archives-nationales-travail.culture.gouv.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"78 Boulevard du Général Leclerc, 59100, Roubaix, France","78 Boulevard du Général Leclerc, 59100, Roubaix, France"
PIX,48224,2018-09-11,https://pix.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"156, Bd Haussmann, 75008, Paris, France","156, Bd Haussmann, 75008, Paris, France"
Médiathèque de l'Architecture et du Patrimoine,22232,2018-09-18,https://www.mediatheque-patrimoine.culture.gouv.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"11 rue du Séminaire de Conflans, 94220, Charenton-le-Pont, France","11 rue du Séminaire de Conflans, 94220, Charenton-le-Pont, France"
Archives de la Haute-Garonne,44805,2018-10-04,https://archives.haute-garonne.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"11 Boulevard Griffoul Dorval, 31400, Toulouse, France","11 Boulevard Griffoul Dorval, 31400, Toulouse, France"
Archives départementales du Gard,31808,2018-10-10,https://archives.gard.fr/accueil.html,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"365, rue du Forez, 30000, Nîmes, France","365, rue du Forez, 30000, Nîmes, France"
Archives départementales de la Charente-Maritime,18812,2018-10-22,https://archives.charente-maritime.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"85, boulevard de la République - CS 60003 - 17076 La Rochelle Cedex 9, France","35 Rue François de Vaux de Foletier, 17000, La Rochelle, France"
NEOTIS,67376,2018-10-30,https://assimo.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"11 rue alienor, 17220, Bourgneuf, France","11 rue alienor, 17220, Bourgneuf, France"
Editions BPI - Best Practice Inside,41384,2018-11-05,https://www.editions-bpi.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1 Boulevard des Bouvets, 92000, Nanterre, France","1 Boulevard des Bouvets, 92000, Nanterre, France"
Archives municipales de Saint-Nazaire,28388,2018-11-08,https://archives.saintnazaire.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Hotel de ville, Place François Blancho, 44606 Saint-Nazaire Cedex, France","place François Blancho, 44600, Saint-Nazaire, France"
CFDT - Service des archives,15392,2018-11-13,https://archives.memoires.cfdt.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"4, bd de la Villette, 75955 Paris cedex 19, France","49 avenue Simon Bolivar, 75019, Paris, France"
Projet Voltaire,76952,2018-11-13,https://www.projet-voltaire.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"6, avenue Sidoine-Apollinaire, 69009, Lyon, France","6, avenue Sidoine-Apollinaire, 69009, Lyon, France"
Archives de la Ville de Chelles,63957,2018-11-15,https://www.chelles.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Mairie de Chelles, Parc du Souvenir, Emile Fouchard, 77505, Chelles cedex, France","Parc du souvenir Emile Fouchard, 77500, Chelles, France"
Archives municipales de Belfort,50960,2018-11-20,https://archives.belfort.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"2 rue de l'ancien théâtre, 90000, Belfort, France","2 rue de l'ancien théâtre, 90000, Belfort, France"
Bibliothèque municipale de Nantes,73533,2018-11-28,https://bm.nantes.fr/home.html,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"15 rue de l'Héronnière, 44000, Nantes, France","15 rue de l'Héronnière, 44000, Nantes, France"
Saint-Nazaire Agglomération Tourisme,34544,2018-12-12,https://www.saint-nazaire-tourisme.com/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"3 boulevard de la légion d'honneur, Saint-Nazaire, 44613, France","3 boulevard de la légion d'honneur, 44600, Saint-Nazaire, France"
Musée national du Sport,70112,2018-12-27,https://www.museedusport.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"bd des jardiniers - Stade Allianz Riviera, CS 43152, 06203 Nice Cedex 3, France","Bd des Jardiniers - Stade Allianz Riviera, 06203, Nice, France"
ESCP Europe Bibliothèque du campus de Paris,31125,2019-01-10,https://escp.eu/paris,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"79 avenue de la République, 75011, Paris, France","79 avenue de la République, 75011, Paris, France"
Office National d'Information Sur les Enseignements et les Professions - ONISEP,18470,2019-01-18,https://www.onisep.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,12 mail Barthélémy Thimonnier CS10450 Lognes 77437 Marne-la-Vallée cedex 2 France,"12 Mail Barthélémy Thimonnier, 77185, Lognes, France"
Educagri Editions,79688,2019-01-26,https://editions.educagri.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"26 boulevard Petitjean, Dijon, 21079, France","26 boulevard Petitjean, 21079, Dijon, France"
"Service Interétablissement de la Documentation, Université Grenoble Alpes",66692,2019-01-29,https://bibliotheques.univ-grenoble-alpes.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Bibliothèques Universitaires Grenoble Alpes, 1130 avenue Centrale, 38400, Saint-Martin-d'Hères, France","Bibliothèques Universitaires Grenoble Alpes, 1130 avenue Centrale, 38400, Saint-Martin-d'Hères, France"
Musée Médard,40701,2019-03-25,https://museemedard.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"71 place des Martyrs de la Résistance, 34400, Lunel, France","71 place des Martyrs de la Résistance, 34400, Lunel, France"
DECALOG,28046,2019-04-01,https://www.decalog.net/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1244 rue Henri Dunant, 07500, Guilherand-Granges, France","1244 rue Henri Dunant, 07500, Guilherand-Granges, France"
Madmagz,88434,2019-04-02,https://madmagz.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"10 rue Greneta, 75003, Paris, France","10 rue Greneta, 75003, Paris, France"
Archives départementales des Pyrénées-Atlantiques,81221,2019-04-06,http://archives.le64.fr/accueil.html,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Cité administrative, boulevard Tourasse 64000, Pau, France","Cité administrative, boulevard Tourasse 64000, Pau, France"
Musée Archéologique de l'Oise,15051,2019-04-23,https://www.m-a-o.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1 rue Les Marmousets, 60120, Vendeuil-Caply, France","1 rue Les Marmousets, 60120, Vendeuil-Caply, France"
Librairie LDE,87913,2019-05-13,https://www.lde.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"4, rue Alfred Kastler, Molsheim, 67120, France","4, rue Alfred Kastler, Molsheim, 67120, France"
"Musée Saint-Raymond, musée d'Archéologie de Toulouse",87276,2019-05-15,https://saintraymond.toulouse.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1 ter Place Saint-Sernin, 31000, Toulouse, France","1 ter Place Saint-Sernin, 31000, Toulouse, France"
Images et Savoirs,50277,2019-05-15,https://www.histoirealacarte.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"12 avenue Saint-Jérôme, 13100, Aix en Provence, France","12 avenue Saint-Jérôme, 13100, Aix en Provence, France"
