who,what,when,where,how_nfp,how_nr,how_op,how_cc,how_year,how_policy,why,contact (surname),contact (firstname),contact (current only),Provider (surname),Provider (firstname),Provider (mail),address (postal),address (location)
College of William & Mary Libraries,81220,2016-04-07,https://swem.wm.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"Earl Gregg Swem Library William & Mary 400 Landrum Drive Williamsburg, VA 23186","400 Landrum Dr, Williamsburg, VA 23186, USA"
Programa de Pós-Graduação em Design - Universidade Federal do Rio Grande do Sul,28730,2016-04-20,http://www.pgdesign.ufrgs.br,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Avenida Oswaldo Aranha, nº99 6º andar - sala 607 CEP 90035-190 Porto Alegre - RS Brazil","Av. Osvaldo Aranha, 99 - Centro Histórico Porto Alegre - RS, 90035-190, Brazil"
Southern Philippines Medical Center,76951,2016-04-21,http://ark.spmcpapers.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,,,,"J.P. Laurel Avenue, Bajada, Davao City, Philippines 8000","J.P. Laurel Avenue, Bajada, Davao City, Philippines 8000"
Archives de Monaco,63956,2016-04-26,https://archives.mairie.mc,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"98015, Monaco","Place de la Mairie, 98000 Monaco"
UC San Diego Philosophy Dept.,81224,2016-05-06,https://philosophy.ucsd.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Drive #0119 La Jolla CA 92023, USA","9500 Gilman Dr. La Jolla, CA 92093, USA"
UCSD Metabolomics Workbench,81228,2016-05-16,https://www.metabolomicsworkbench.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Drive #435 La Jolla, CA 92093, USA","9500 Gilman Dr. La Jolla, CA 92093, USA"
UCSB ECE Dept Mostofi Lab,81229,2016-05-18,https://web.ece.ucsb.edu/~ymostofi/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"Harold Frank Hall 4155 Dept of ECE UCSB Santa Barbara, CA 93106, USA","Harold Frank Hall, Santa Barbara, CA 93106, USA"
Woodbury University School of Architecture,25309,2016-05-25,https://woodbury.edu/program/school-of-architecture/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,,,,"7500 N Glenoaks Blvd, Burbank, CA 91504, USA","7500 N Glenoaks Blvd, Burbank, CA 91504, USA"
UCSD Scripps Spray Plotting,81238,2016-06-07,http://spray.ucsd.edu/pub/rel/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Dr #0230, La Jolla, CA 92093-0230, USA","9500 Gilman Dr, La Jolla, CA 92093, USA"
Marine and Coastal Research Institute of Columbia,81239,2016-06-14,http://www.invemar.org.co,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"Calle 25 No. 2-55, Playa Salguero,Santa Marta D.T.C.H., Colombia","Calle 25, Playa Salguero, Santa Marta, Colombia"
UCB Geotechnical Engineering Research,81418,2016-07-09,https://www.ce.berkeley.edu/programs/geo,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"Davis Hall, UC Berkeley, Berkeley CA 94720, USA","Davis Hall, Berkeley CA 94720, USA"
Remix the Manuscript,44461,2016-08-06,https://sites.dartmouth.edu/RemixBrut,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK only,Anonyme,Anonyme,contact@email.com,,,,"210A Reed Hall Hanover, NH 03755, USA","Hanover, NH 03755, USA"
"UCSD Scripps Project IDA, Inst. for Geophysics and Planetary Physics",81422,2016-08-10,https://ida.ucsd.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Drive #0225, La Jolla, CA 92023-0225, USA","9500 Gilman Dr #0225 San Diego, CA 92161, USA"
Texas A&M University Libraries,81423,2016-08-22,https://library.tamu.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"Sterling C. Evans Library 5000 TAMU College Station, TX 77843-5000, USA","400 Spence St, College Station, TX 77843, USA"
Earth Research Institute,81424,2016-08-24,https://www.eri.ucsb.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"UC Santa Barbara, Santa Barbara, CA 93106-3060, USA","UC Santa Barbara, Santa Barbara, CA 93106-3060, USA"
Journal of Mechanical Engineering and Biomechanics,80030,2016-09-07,http://jmeb.in,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,,,,"43 Chandi Ki Taksal, Jaipur, India","3 Chandi Ki Taksal 302002, Jaipur, Rajasthan, India"
University of Pennsylvania Libraries,81431,2016-09-15,https://www.library.upenn.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"3420 Walnut St Philadelphia, PA 19104-6206, USA","3420 Walnut St Philadelphia, PA 19104, USA"
University of Michigan Medical School DLHS-DLKS,67034,2016-09-22,https://medicine.umich.edu/dept/learning-health-sciences,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK only,Anonyme,Anonyme,contact@email.com,,,,"300 North Ingalls Street, 11th Floor, Suite 1161, Ann Arbor, MI 48109, USA","300 North Ingalls Street, 11th Floor, Suite 1161, Ann Arbor, MI 48109, USA"
University of Arizona Libraries,15050,2016-10-07,https://new.library.arizona.edu/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1510 E University Blvd, Tucson, AZ 85719, USA","1510 E. University Blvd. Tucson, AZ 85721, USA"
University of Wisconsin German Program,81968,2016-10-10,https://gns.wisc.edu/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"University of Wisconsin, Madison, WI 53706, USA","1220 Linden Dr Madison, WI 53706, USA"
Archives nationales de Luxembourg,76610,2016-10-12,https://www.anlux.public.lu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Plâteau du Saint-Esprit, L-1475 Luxembourg","2 Plateau du Saint-Esprit, 1475, Luxembourg, Luxemburg"
UCSB English Department,81972,2016-10-25,https://liu.english.ucsb.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"University of California, Santa Barbara, CA 9316-3170, USA","UC Santa Barbara, Mail Code 3170, Santa Barbara, CA 93106-3170, USA"
University of California Natural Reserve System,81973,2016-11-15,https://www.ucnrs.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"1111 Franklin Ave, 6th Floor, Oakland, CA 94607, USA","1111 Franklin Ave, 6th Floor, Oakland, CA 94607, USA"
Data Archiving and Networked Services,73189,2016-12-02,https://dans.knaw.nl,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Anna van Saksenlaan 51, 2593 HW Den Haag, Netherlands","Anna van Saksenlaan 51, 2593 HW Den Haag, Netherlands"
"Climate, Atmospheric Science and Physical Oceanography",81976,2016-12-09,https://scripps.ucsd.edu/caspo,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman #0230 La Jolla, CA 92093-0230, USA","9500 Gilman Drive La Jolla, CA 92093, USA"
Center for Sustainability Research and Consultancy,34202,2017-01-03,http://globalcsrc.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1st Floor, Naseer Building No 581, Outside Pakgate, Multan 60000, Punjab, Pakistan","Multan 60000, Punjab, Pakistan"
Journal of Zoology Studies,56773,2017-02-06,https://www.journalofzoology.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Sector-7, Rohini, Delhi-110085, India","Sector-7, Rohini, Delhi-110085, India"
University of Illinois at Chicago,81984,2017-02-09,https://library.uic.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"801 S. Morgan, Chicago, IL 60607, USA","801 S. Morgan, Chicago, IL 60607, USA"
Northwestern University,81985,2017-03-11,https://www.library.northwestern.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"1970 Campus Dr. Evanston, IL 60208, USA","1970 Campus Dr. Evanston, IL 60208, USA"
SDSC Center for Applied Internet Data and Analysis,81986,2017-03-17,https://www.caida.org/home,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman #0505 La Jolla, CA 92093-0505, USA","10100 Hopkins Dr San Diego, CA 92121, USA"
Mark and Mary Stevens Neuroimaging and Informatics Institute,75925,2017-03-27,https://www.ini.usc.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"2025 Zonal Ave., Los Angeles, CA 90033, USA","2025 Zonal Ave., Los Angeles, CA 90033, USA"
"University of Nevada, Las Vegas University Libraries",62930,2017-03-30,https://www.library.unlv.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,EZID ARK only,Anonyme,Anonyme,contact@email.com,,,,"4505 S. Maryland Parkway, Las Vegas, NV 89154, USA","4505 S Maryland Pkwy Las Vegas, NV 89119, USA"
Tropy,37280,2017-04-05,https://tropy.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"8300 Boone Blvd, Suite 500, Vienna VA 22182, USA","8300 Boone Blvd, Suite 500, Vienna VA 22182, USA"
UCLA Dept of Civil & Environmental Engineering - Geotechnical Engineering Research Group,81222,2017-04-11,https://www.cee.ucla.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"10740 Dickson Ct., Los Angeles, CA 90095, USA","10740 Dickson Ct., Los Angeles, CA 90095, USA"
University of Florida Interdisciplinary Center for Biotechnology Research,24283,2017-04-19,https://biotech.ufl.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"UF ICBR, 2033 Mowry Rd, Gainesville, FL 32610, USA","UF ICBR, 2033 Mowry Rd, Gainesville, FL 32610, USA"
Blavatnik Archive Foundation,86084,2017-05-23,https://www.blavatnikarchive.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"1633 Broadway, 4th Floor, New York, NY 10019, USA","1633 Broadway, 4th Floor, New York, NY 10019, USA"
Michigan State University Libraries,85335,2017-06-15,https://www.lib.msu.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"366 W. Circle Dr. East Lansing, MI 48824, USA","366 W. Circle Dr. East Lansing, MI 48824, USA"
Literati,69428,2017-06-26,https://literati.ro,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Republicii 202, Comarnic, Prahova, ROMANIA","Republicii 202, Comarnic 105700, Prahova Romania"
Philadelphia Museum of Art,53011,2017-08-08,https://philamuseum.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"2600 Benjamin Franklin Parkway, Philadelphia, PA 19130, USA","2600 Benjamin Franklin Parkway, Philadelphia, PA 19130, USA"
"Ville de Liège - Département de la Culture, des Musées et du Tourisme",14024,2017-09-15,http://lesmuseesdeliege.be/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"136 En Feronstrée, Liège, 4000, Belgium","136 En Feronstrée, Liège, 4000, Belgium"
The Kyoto University Museum,62587,2017-10-04,https://www.rra.museum.kyoto-u.ac.jp,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Yoshida-Honmachi, Sakyo-ku, Kyoto, 606-8501, Japan","Yoshida-Honmachi, Sakyo-ku, Kyoto, 606-8501, Japan"
Data and Service Center for the Humanities,72163,2017-10-16,https://dasch.swiss,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"c/o Digital Humanities Lab, University of Basel, Bernoullistrasse 32, CH-4056 Basel, Switzerland","Petersgraben 35, 4051 Basel, Switzerland"
"American University of Beirut, University Libraries",86073,2017-10-20,https://www.aub.edu.lb/libraries/Pages/default.aspx,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"Riyad El-Solh, Beirut 11072020, Lebanon","Riyad El-Solh, Beirut 11072020, Lebanon"
Journal of Philosophical Criticism,59167,2017-10-27,http://www.journalpc.org/ojs/index.php/jpc,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Piazza Dante, 32, University of Catania, 95124, Catania, Italy","Piazza Dante, 32, University of Catania, 95124, Catania, Italy"
Universidad Nacional Autonoma de México campus Morelia,46171,2017-10-27,http://www.morelia.unam.mx/campus,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Antigua Carretera a Pátzcuaro 8701, Ex-Hacienda de San José de La Huerta, 58190 Morelia, Mich, Mexico","Antigua Carretera a Pátzcuaro 8701, Ex-Hacienda de San José de La Huerta, 58190 Morelia, Mich, Mexico"
Archives de l'Université catholique de Louvain,33176,2017-10-27,https://archives.uclouvain.be/atom,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"3 Place Montesquieu, Louvain-la-Neuve, B-1348, Belgium","Place Montesquieu 3 1348 Ottignies-Louvain-la-Neuve, Belgium"
Tunisian National Library,68743,2017-10-31,https://www.bnt.nat.tn/uhtbin/cgisirsi.exe/yGAu48OYEv/BNT/168980018/60/502/X,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1008 Boulevard du 9 Avril 1938, Tunis, Tunisia","1008 Boulevard du 9 Avril 1938, Tunis, Tunisia"
Zapruder World,86074,2017-11-29,https://www.zapruderworld.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"Santa Barbara, California 93106, USA","Santa Barbara, California 93106, USA"
"Japan Association for Language Teaching, Critical Thinking Special Interest Group",65324,2017-12-27,http://www.jaltcriticalthinking.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Urban Edge Bldg 5F, 1-37-9 Taito, Taito-ku, Tokyo 110-0016, Japan","Taito-ku, Tokyo 110-0016, Japan"
Iowa State University,87292,2018-02-07,https://www.lib.iastate.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK only,Anonyme,Anonyme,contact@email.com,,,,"University Library 701 Morrill Rd., Ames, IA 50011-2101, USA","701 Morrill Rd., Ames, IA 50011, USA"
Ruhr Universität Bochum,45831,2018-02-26,https://www.ruhr-uni-bochum.de/de,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Universitätsstr. 150, 44801 Bochum, Germany","Universitätsstr. 150, 44801 Bochum, Germany"
Quantiply Corporation,32834,2018-03-03,http://quantiply.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"333 West San Carlos Street, Suite 1650, San Jose, CA 95113, USA","333 W San Carlos St # 1650 San Jose, CA 95110, USA"
"Unit Research - Research, Enterprises and Decision",68402,2018-03-12,http://www.ur-red.com/ang/index.php,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"GABES, TUNISIA","GABES, TUNISIA"
Varepsilon Ltd,42410,2018-03-12,http://varepsilon.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"34 Rishki Prohod, et. 8, ap. 35, Shumen, Bulgaria","bul. ""Rishki Prohod"" 34, ет. 8, ап. 35 9701 Dobrudzhanski, Shumen, Bulgaria"
Global Politics Review,55407,2018-04-03,https://www.globalpoliticsreview.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Via Palmieri 25, 10138, Torino, Italy","Via Palmieri 25, 10138, Torino, Italy"
LBNL ETA Building Tech and Urban Systems,51986,2018-04-11,https://eta.lbl.gov,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"1 Cyclotron Road, MS 90R3029-B, Berkeley, CA 94720, USA","1 Cyclotron Road, Berkeley, CA 94720 MSn90R3111, USA"
UCD Online Strategies,87287,2018-04-14,https://library.ucdavis.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"Davis, California, USA","One Shields Avenue, Davis, CA 95616, USA"
Dartmouth Virtual Basilica,81428,2018-05-01,https://rc.dartmouth.edu/index.php/virtual-basilica-project,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK only,Anonyme,Anonyme,contact@email.com,,,,"HB 6033 Dartmouth College, Hanover, NH 03755, USA","NH 03755, USA"
Dartmouth Thayer Instructional Labs,88736,2018-05-01,https://engineering.dartmouth.edu/undergraduate/labs,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK only,Anonyme,Anonyme,contact@email.com,,,,"14 Engineering Drive, Dartmouth College, Hanover, NH 03755, USA","14 Engineering Drive, Dartmouth College, Hanover, NH 03755, USA"
Punctum Books,84135,2018-05-31,https://punctumbooks.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"962 West Campus Lane Goleta, California 93117, USA","962 West Campus Lane Goleta, California 93117, USA"
Naturalis Biodiversity Center,54722,2018-06-27,https://naturalis.nl,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Vondellaan 55, 2332 AA Leiden, Netherlands","Vondellaan 55, 2332 AA Leiden, Netherlands"
Duke Visible Thinking,88737,2018-06-29,https://visiblethinking.duke.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"905 West Main Street, Suite 25B, Durham, NC 27701, USA","905 West Main Street, Suite 25B, Durham, NC 27701, USA"
MatchWare,41727,2018-07-04,https://matchware.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"311 South Brevard Ave., Tampa, FL 33606-2205, USA","311 South Brevard Ave., Tampa, FL 33606, USA"
"Bodleian Libraries, University of Oxford",29072,2018-07-09,https://www.bodleian.ox.ac.uk,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Bodleian Libraries, Broad Street, Oxford OX1 3BG, UK","Broad Street, Oxford OX1 3BG, UK"
UCI PECE project,81416,2018-07-18,https://worldpece.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"Dept. of Anthropology, 3151 Social Sciences Plaza, UC Irvine, Irvine, CA 92697, USA","3151 Social Sciences Plaza, Irvine, CA 92617, USA"
PRO-Economics,12656,2018-09-06,https://proeconomics.ru,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Mozhayskoye Shosse, 71, Odintsovo, Moscow Oblast, Russia, 143007","Mozhayskoye Shosse, 71, Odintsovo, Moscow Oblast, Russia, 143007"
UCSD Center for Computational Mass Spectrometry,80359,2018-09-06,https://massive.ucsd.edu/ProteoSAFe/static/massive.jsp,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Drive, EBU3B, La Jolla, CA 92093, USA","9500 Gilman Drive, EBU3B, La Jolla, CA 92093, USA"
NASA JPL,73874,2018-09-11,https://www.jpl.nasa.gov,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"4800 Oak Grove Drive, Pasadena, CA 91009, USA","4800 Oak Grove Drive, Pasadena, CA 91009, USA"
SCM Journals,35229,2018-09-17,http://scmjournals.com/ojs/index.php/index/index,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"3558 65th St. Apt. 1H Woodside, New York 11377-2311, USA","35-58 65th St #1H Queens, NY 11377, USA"
Revista de Estudios Latinoamericanos sobre Reducción del Riesgo de Desastres,70455,2018-09-20,http://www.revistareder.com/ojs/index.php/reder,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Pucará 4735, Santiago 7790421, Chile","Pucará 4735, Santiago 7790421, Chile"
CEDROM-SNI,57800,2018-09-28,http://www.europresse.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"825 avenue Querbes, Outremont, H2v 3X1, Canada","825 Av. Querbes Outremont, QC H2V 1J6, Canada"
UCLA Library Data Science Center,87909,2018-10-24,https://www.library.ucla.edu/location/data-science-center,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"UCLA - Young Research Library, 280 Charles Young Drive, Los Angeles, CA 90095-1575, USA","280 Charles Young Drive, Los Angeles, CA 90095, USA"
UC Davis Online Strategies,85781,2018-10-24,https://library.ucdavis.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"UC Davis Library, 100 NW Quad, University of California Davis, Davis, CA 95616, USA","100 NW Quad, University of California Davis, Davis, CA 95616, USA"
"Escuela de Ciencias de la Ingeniería y Tecnología, Universidad Autónoma de Baja California",54381,2018-10-30,http://citecuvp.tij.uabc.mx,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Blvd Universitario 1000 Unidad Valle de las Palmas, Tijuana, Baja California, Mexico","Blvd Universitario 1000 Valle de Las Palmas, 22260 Tijuana, B.C., Mexico"
Dartmouth Spatial Archaeometry Lab,87296,2018-11-20,https://sites.dartmouth.edu/sparcl,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"Silsby Hall, Dartmouth College, Hanover, NH 03755, USA","Silsby Hall, Dartmouth College, Hanover, NH 03755, USA"
Bibliothèque de la Ville de La Chaux-de-Fonds,24968,2018-11-26,https://www.chaux-de-fonds.ch/biblio,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Rue du Progrès 33, 2303 La Chaux-de-Fonds, Switzerland","Rue du Progrès 33, 2303 La Chaux-de-Fonds, Switzerland"
docuteam,60536,2018-12-05,https://docuteam.ch,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Im Langacker 16, 5405 Baden, Switzerland","Im Langacker 16, 5405 Baden, Switzerland"
University of Colorado Boulder,47540,2018-12-11,https://www.colorado.edu/libraries,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1720 Pleasant Street, Boulder, CO 80309, USA","1720 Pleasant St Boulder, CO 80302, USA"
Phoebe A. Hearst Museum of Anthropology,21549,2018-12-21,https://portal.hearstmuseum.berkeley.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"102 Kroeber Hall, #3712, Berkeley, CA 94720, USA","102 Anthropology and Art Practice Building, Berkeley, CA 94720, USA"
"Institute of Control, Robotics and Information Engineering (Poznan University of Technology)",57116,2019-01-03,https://www.fee.put.poznan.pl,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"ul. Piotrowo 3a, 60-965 Poznan, Poland","Piotrowo 3A 61-138 Poznań, Poland"
Centre for Astronomical Heritage,44120,2019-01-07,https://cfah.org.za,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"14 Mount Grace, Somerset Ridge, Cape Town, South Africa, 7130","14 Mount Grace St Somerset West, Cape Town, 7130, South Africa"
Virginia Polytechnic Institute and State University Libraries,53696,2019-02-18,https://idn.lib.vt.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"560 Drillfield Dr, Blacksburg, VA 24061, USA","560 Drillfield Dr, Blacksburg, VA 24061, USA"
UC Davis Archives and Institutional Assets,87293,2019-03-18,http://library.ucdavis.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"Davis, California, USA","One Shields Avenue, Davis, CA 95616, USA"
Tchê Química,80357,2019-04-06,http://www.journal.tchequimica.com/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Rua Anita Garibaldi, 359/603 Mont' Serrat - Porto Alegre/RS CEP: 90450-001, RS - Brasil","Rua Anita Garibaldi, 359/603 Mont' Serrat - Porto Alegre/RS CEP: 90450-001, RS - Brasil"
