org_id,org_who,org_what,org_when,org_when_mmyyyy,org_field,org_area,org_where,org_where_resolver,org_where_collection,org_nfp,org_nr,org_op,org_cc,org_year,org_policy,org_why,org_ezid,org_contact_surname,org_contact_firstname,org_contact_email,org_provider_surname,org_provider_firstname,org_provider_email,org_address_postal,org_address_location,org_address_map,org_latitude,org_longitude,org_postcode,org_country
121,Bibliothèque Municipale d'Angers  ,54380,2016-04-08,2016-04-01,library,municipal,https://commulysse.angers.fr/Actualite/p95/Le-Patrimoine-rouvre-pour-les-chercheurs-et-reste-en-ligne-pour-tous,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"49 Rue Toussaint, 49100, Angers, France","49 Rue Toussaint, 49100, Angers, France","49 Rue Toussaint, 49100, Angers, France",47.4692004,-0.5570959,49100,France
122,Eclair Preservation S.A.S.,41726,2016-04-20,2016-04-01,IT,,https://eclair.digital/fr,,,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"70 Rue Jean Bleuzen, 92170, Vanves, France","70 Rue Jean Bleuzen, 92170, Vanves, France","70 Rue Jean Bleuzen, 92170, Vanves, France",48.8226452,2.2957577,92170,France
123,Bibliothèque Interuniversitaire de la Sorbonne,15733,2016-04-21,2016-04-01,library,,http://www.bibliotheque.sorbonne.fr/biu,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"17 Rue de la Sorbonne, 75005, Paris, France","17 Rue de la Sorbonne, 75005, Paris, France","17 Rue de la Sorbonne, 75005, Paris, France",48.8487793,2.3437337,75005,France
124,Archives Municipales de la ville de Château d'Olonne,89947,2016-04-21,2016-04-01,archives,municipal,https://archives.lechateaudolonne.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Hôtel de Ville, 53 rue Séraphin Buton, 85180, Le Château d’Olonne, France","53 rue Séraphin Buton, Le Château-d'Olonne, 85180, Les Sables d'Olonne, France","53 rue Séraphin Buton, Le Château-d'Olonne, 85180, Les Sables d'Olonne, France",46.5042768,-1.73911566293103,85180,France
125,Archives départementales de la Loire,51302,2016-04-27,2016-04-01,archives,departemental,https://www.loire.fr/jcms/ci_526798/archives-departementales,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"6 Rue Barrouin, 42000, Saint-Étienne, France","6 Rue Barrouin, 42000, Saint-Étienne, France","6 Rue Barrouin, 42000, Saint-Étienne, France",45.4536185,4.3892867,42000,France
126,Archives nationales de France,38306,2016-04-28,2016-04-01,archives,national,https://www.archives-nationales.culture.gouv.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"59, rue Guynemer, 93393, Pierrefitte-sur-Seine, France","59, rue Guynemer, 93393, Pierrefitte-sur-Seine, France","59, rue Guynemer, 93393, Pierrefitte-sur-Seine, France",48.9476846,2.359496,93393,France
127,Hachette Livre,12313,2016-05-27,2016-05-01,publication,,https://www.hachette.com/fr/accueil/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"58 rue jean bleuzen cs 70007 92178 vanves cedex, France","58, rue Jean Bleuzen, 92170, Vanves, France","58, rue Jean Bleuzen, 92170, Vanves, France",48.822288,2.29458,92170,France
128,Maskott,86527,2016-06-14,2016-06-01,education,,https://www.maskott.com,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"21 avenue des Belges, 43000, Le Puy en Velay, France","21 avenue des Belges, 43000, Le Puy en Velay, France","21 avenue des Belges, 43000, Le Puy en Velay, France",45.0473237,3.8966333,43000,France
129,ITOP éducation,73532,2016-06-14,2016-06-01,education,,https://www.itopeducation.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Route de l'Orme des Merisiers, 91190, Saint-Aubin, France","Route de l'Orme des Merisiers, 91190, Saint-Aubin, France","91190, Saint-Aubin, France",48.7128715,2.1475461,91190,France
130,eduMedia,60878,2016-06-14,2016-06-01,education,,https://www.edumedia-sciences.com/fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"8 rue Borie, 33300, Bordeaux, France","8 rue Borie, 33300, Bordeaux, France","8 rue Borie, 33300, Bordeaux, France",44.8536546,-0.567935,33300,France
131,Cabrilog SAS,47882,2016-06-15,2016-06-01,education,,https://cabri.com/fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"122 avenue du Vercors, 38600, Fontaine, France","122 avenue du Vercors, 38600, Fontaine, France","122 avenue du Vercors, 38600, Fontaine, France",45.1923168,5.6869993,38600,France
132,Encyclopædia Universalis,34885,2016-06-20,2016-06-01,publication,,http://www.universalis-edu.com/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"88 ter avenue du Général Leclerc, 92100, Boulogne-Billancourt, France","88 ter avenue du Général Leclerc, 92100, Boulogne-Billancourt, France","88 ter avenue du Général Leclerc, 92100, Boulogne-Billancourt, France",48.8332446,2.2420293,92100,France
133,Editis Pôle Éducation & Référence,21889,2016-06-27,2016-06-01,education,,https://www.editis-education.fr,,,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"30 Place d'Italie, 75013, Paris, France","30 Place d'Italie, 75013, Paris, France","30 Place d'Italie, 75013, Paris, France",48.8305443,2.3556338,75013,France
134,Toulon Provence Méditerranée,83108,2016-06-28,2016-06-01,administrative district,municipal,https://metropoletpm.fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"107 Boulevard Henri Fabre, 83000, Toulon, France","107 Boulevard Henri Fabre, 83000, Toulon, France","107 Boulevard Henri Fabre, 83000, Toulon, France",43.118855,5.94429338976378,83000,France
135,Association Sésamath,70454,2016-07-06,2016-07-01,education,,https://www.sesamath.net,,,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1350 Route des fruitiers - Les Planards, 26600, Erôme, France","1350 Route des fruitiers - Les Planards, 26600, Erôme, France","1350 Route des fruitiers - Les Planards, 26600, Erôme, France",45.1276949,4.8570915294061,26600,France
136,Saint-Gobain,57458,2016-07-25,2016-07-01,construction,,https://www.saint-gobain.com/fr/,,,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Tour Saint-Gobain, 12 place de l'Iris, 92096 La Défense Cedex, France","Tour Saint-Gobain, 12 place de l'Iris, 92400, Courbevoie, France","12 place de l'Iris, 92400, Courbevoie, France",48.88946755,2.24864816131202,92400,France
137,Médiathèque du Grand Troyes,31465,2016-08-18,2016-08-01,library,municipal,https://troyes-champagne-mediatheque.fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"7 rue des Filles Dieu, 10088, Troyes Cedex, France","7 rue des Filles Dieu, 10420, Troyes, France","7 rue des Filles Dieu, 10420, Troyes, France",48.301529,4.0724009,10420,France
138,Paris Sciences et Lettres,18469,2016-08-30,2016-08-01,university,,https://www.psl.eu,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"60 Rue Mazarine, 75006, Paris, France","60 Rue Mazarine, 75006, Paris, France","60 Rue Mazarine, 75006, Paris, France",48.8546859,2.33783567350571,75006,France
139,Institut national de l'audiovisuel,54037,2016-09-23,2016-09-01,archives,,https://www.ina.fr,,,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"4 avenue de l'Europe, 94366 Bry-sur-Marne Cedex, France","4 Avenue de l'Europe, 94360, Bry-sur-Marne, France","4 Avenue de l'Europe, 94360, Bry-sur-Marne, France",48.83667,2.530131,94360,France
140,Archives de la Métropole Européenne de Lille,41041,2016-10-06,2016-10-01,archives,municipal,http://www.lillemetropole.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"2, boulevard des Cités Unies, CS 70043, 59040 Lille Cedex, France","2, boulevard des Cités Unies, 59800, Lille, France","2, boulevard des Cités Unies, 59800, Lille, France",50.6313599,3.0783656,59800,France
141,Communauté d'agglomération de Mantes-en-Yvelines,28045,2016-10-06,2016-10-01,administrative district,municipal,https://gpseo.fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Immeuble Autoneum, Rue des Chevries, 78410 Aubergenville, France","Immeuble Autoneum, Rue des Chevries, 78410, Aubergenville, France","Immeuble Autoneum, Rue des Chevries, 78410, Aubergenville, France",48.96972225,1.85526394205233,78410,France
142,Éditions JOCATOP,89606,2016-10-11,2016-10-01,education,,https://jocatop.fr,,,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"950 Route de Réalpanier, 84310, Morières-Les-Avignon, France","950 Route de Réalpanier, 84310, Morières-Les-Avignon, France","950 Route de Réalpanier, 84310, Morières-Les-Avignon, France",43.9529407,4.8850375,84310,France
143,Euro France Médias,63613,2016-10-14,2016-10-01,media,national,https://www.euro-france-medias.com,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"266, Avenue Daumesnil, 75012, Paris, France","172 Grande Rue 92380, Garches, France","172 Grande Rue 92380, Garches, France",48.8446965,2.1869405,92380,France
144,Société de l'Histoire du Protestantisme Français,50617,2016-10-20,2016-10-01,research,,https://www.shpf.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"54 Rue des Saints-Pères, 75007, Paris, France","54 Rue des Saints-Pères, 75007, Paris, France","54 Rue des Saints-Pères, 75007, Paris, France",48.8538285,2.3300125,75007,France
145,Archives départementales d'Indre-et-Loire,37621,2016-11-14,2016-11-01,archives,departemental,https://archives.touraine.fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Hôtel du Département, 37927 Tours cedex 9, France","6 rue des Usulines, 37000, Tours, France","6 rue des Ursulines, 37000, Tours, France",47.3942753,0.6954318,37000,France
146,Archives départementales de la Drôme,24626,2016-11-15,2016-11-01,archives,departemental,https://archives.ladrome.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"14 Rue de la Manutention, BP 722, 26000 Valence cedex, France","14 Rue de la Manutention, 26000, Valence, France","14 Rue de la Manutention, 26000, Valence, France",44.9359445,4.8919965,26000,France
147,Archives départementales du Tarn,11972,2016-11-16,2016-11-01,archives,departemental,http://archives.tarn.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1 Avenue de la Verrerie, 81013, Albi Cedex 9, France","1 Avenue de la Verrerie, 81000, Albi, France","1 Avenue de la Verrerie, 81000, Albi, France",43.9410546,2.139386,81000,France
148,Centre Régional des Lettres,86186,2016-12-02,2016-12-01,research,régional,https://normannia.info,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Unicité, 14 rue Alfred Kastler, 14054, Caen, France","Unicité, 4 Rue Alfred Kastler, 14280, Caen, France","4 Rue Alfred Kastler, 14000, Caen, France",49.2019111,-0.3929249,14280,France
149,Médiathèque de Bayonne,60193,2016-12-06,2016-12-01,library,municipal,https://mediatheque.bayonne.fr/iguana/www.main.cls?Surl=home/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Hôtel de Ville 1 avenue du Maréchal Leclerc, 64109, Bayonne, France","10 rue des Gouverneurs, 64100, Bayonne, France","10 rue des Gouverneurs, 64100, Bayonne, France",43.4909977,-1.478222,64100,France
150,Médiathèque de la Ville de Cannes,47197,2016-12-15,2016-12-01,library,municipal,https://mediatheques.cannes.com/in/fr/;jsessionid=012AD0B7E8673C235E8AB44AA36057F6,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1 Place Bernard Cornut-Gentille, CS 30140, 06414 Cedex Cannes, France","1, Avenue de Jean de Noailles, 06400, Cannes, France","1 avenue Jean de Noailles, 06400, Cannes, France",43.5511872,7.0033072,6400,France
151,Ecole Nationale Supérieure d'Arts et Métiers,21548,2017-01-11,2017-01-01,university,national,https://artsetmetiers.fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"151 boulevard de l'Hôpital, 75013 PARIS, France","151 boulevard de l'Hôpital, 75013, Paris, France","151 boulevard de l'Hôpital, 75013, Paris, France",48.8339261,2.35858856771636,75013,France
152,Cadmos,82765,2017-01-22,2017-01-01,research,,https://www.texteimage.com,,,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"20 place des Vosges, 75004, Paris, France","20 place des Vosges, 75004, Paris, France","20 place des Vosges, 75004, Paris, France",48.855619,2.36554235222494,75004,France
153,Archives du Musée du quai Branly Jacques Chirac,69769,2017-01-25,2017-01-01,archives,,https://www.quaibranly.fr/fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"222 rue de l'Université 75007, Paris, France","37 Quai Branly, 75007, Paris, France","37 Quai Branly, 75007, Paris, France",48.8609943,2.29796963519583,75007,France
154,Archives départementales de la Dordogne,43778,2017-02-13,2017-02-01,archives,departemental,https://archives.dordogne.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"9 rue Littré, 24000, Périgueux, France","9 rue Littré, 24000, Périgueux, France","9 rue Littré, 24000, Périgueux, France",45.1816,0.7189692,24000,France
155,Bibliothèques de Nancy,31124,2017-02-25,2017-02-01,library,municipal,https://www.nancy.fr/culturelle/bibliotheques-380.html,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"43 rue Stanislas, 54000, Nancy, France","43 rue Stanislas, 54000, Nancy, France","43 rue Stanislas, 54000, Nancy, France",48.6920714,6.1787324,54000,France
156,Bibliothèque multimédia intercommunale d'Epinal,18128,2017-02-28,2017-02-01,library,municipal,https://bmi.agglo-epinal.fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"48, rue Saint-Michel, BP 91032, 88050 ÉPINAL CEDEX 9, France","48 rue Saint-Michel, 88000, Epinal, France","48 rue Saint-Michel, 88000, Epinal, France",48.17780495,6.45870169200419,88000,France
157,Bibliothèques-Médiathèques de Metz,79345,2017-03-01,2017-03-01,library,municipal,https://bm.metz.fr/iguana/www.main.cls?SUrl=accueil,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1 cour Elie Fleur, 57000, Metz, France","1 cour Elie Fleur, 57000, Metz, France","Médiathèque Verlaine, 57000, Metz, France",49.12495,6.1769565,57000,France
158,Bibliothèque municipale de Grenoble,66349,2017-03-01,2017-03-01,library,municipal,https://catalogue.bm-grenoble.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"12, boulevard Maréchal Lyautey, BP 1095, 38021 Grenoble Cedex 1, France","12 Boulevard Maréchal Lyautey, 38000, Grenoble, France","12 Boulevard Maréchal Lyautey, 38000, Grenoble, France",45.1853234,5.73086856537239,38021,France
159,Musée gallo-romain de Lyon Lugdunum,53354,2017-03-03,2017-03-01,museum,municipal,https://lugdunum.grandlyon.com/fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"17 rue Cléberg, 69005, Lyon, France","17 rue Cléberg, 69005, Lyon, France","17 rue Cléberg, 69005, Lyon, France",45.7605243,4.820062,69005,France
160,Archives départementales des Bouches du Rhône,40700,2017-03-13,2017-03-01,archives,departemental,http://www.archives13.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"18 rue Mirès, BP 10099, 13303 Marseille Cedex, France","18-20 Rue Mirès, 13003, Marseille, France","18-20 Rue Mirès, 13003, Marseille, France",43.3110351,5.3694769,13003,France
161,Lelivrescolaire.fr Editions,27704,2017-03-15,2017-03-01,education,,https://www.lelivrescolaire.fr,,,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"14 Rue Rhin et Danube, 69009, Lyon, France","14 Rue Rhin et Danube, 69009, Lyon, France","14 Rue Rhin et Danube, 69009, Lyon, France",45.7830532,4.8092609,69009,France
162,La Contemporaine,14707,2017-03-23,2017-03-01,library,,http://www.lacontemporaine.fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"6 allée de l'Université, 92001 NANTERRE Cedex, France","6 allée de l'Université, 92000, Nanterre, France","6 allée de l'Université, 92000, Nanterre, France",48.90535585,2.21600425402444,92000,France
163,France Televisions,50276,2017-04-03,2017-04-01,media,national,https://enseignants.lumni.fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"France Télévisions Education, esplanade Henri de France, 75015, Paris, France","France Télévisions Education, esplanade Henri de France, 75015, Paris, France","esplanade Henri de France, 75015, Paris, France",48.83916345,2.27059555413871,75015,France
164,Bibliothèque de l'observatoire de Paris  ,11287,2017-04-21,2017-04-01,library,municipal,https://bibnum.obspm.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"61 avenue de l'Observatoire, 75014, Paris, France","61 avenue de l'Observatoire, 75014, Paris, France","61 avenue de l'Observatoire, 75014, Paris, France",48.83590325,2.33574687564675,75014,France
165,Archives départementales du Finistère,72506,2017-04-27,2017-04-01,archives,departemental,https://archives.finistere.fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"5 allée Henri Bourde de la Rogerie, 29000, Quimper, France","5 allée Henri Bourde de la Rogerie, 29000, Quimper, France","5 allée Henri Bourde de la Rogerie, 29000, Quimper, France",48.0147611,-4.08848954418802,29000,France
166,Musée de Bretagne,83011,2017-06-06,2017-06-01,museum,,https://www.musee-bretagne.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"46 boulevard Magenta, CS 91231 35012 RENNES cedex, France","46 boulevard Magenta, 35000, Rennes, France","46 boulevard Magenta, 35000, Rennes, France",48.1056426,-1.6739565,35000,France
167,Médiathèque Puzzle,59852,2017-06-07,2017-06-01,library,municipal,https://mediatheque.mairie-thionville.fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1 Place Malraux, 57100, Thionville, France","1 Place Malraux, 57100, Thionville, France","1 Place André Malraux, 57100, Thionville, France",49.3596512,6.1604438,57100,France
168,CNRS Images,46856,2017-06-19,2017-06-01,research,national,https://images.cnrs.fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1 place Aristide Briand, 92190, Meudon, France","1 place Aristide Briand, 92190, Meudon, France","1 place Aristide Briand, 92190, Meudon, France",48.82027085,2.22926788467944,92190,France
169,ARTE France Développement,33859,2017-06-20,2017-06-01,media,,https://educ.arte.tv,,,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"8 rue Marceau 92785 Issy les Moulineaux cedex 9, France","8 rue Marceau, 92130, Issy-les-Moulineaux, France","8 rue Marceau, 92130, Issy-les-Moulineaux, France",48.8272119,2.2715591,92130,France
170,ARTE France,20863,2017-06-21,2017-06-01,media,,https://enseignants.lumni.fr/ ,,,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"8 rue Marceau 92785 Issy les Moulineaux cedex 8, France","8 rue Marceau, 92130, Issy-les-Moulineaux, France","8 rue Marceau, 92130, Issy-les-Moulineaux, France",48.8272119,2.2715591,92130,France
171,"Institut national du sport, de l'expertise et de la performance",56432,2017-06-27,2017-06-01,research,national,https://www.insep.fr/fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"11 avenue du Tremblay, 75012, Paris, France","11 avenue du Tremblay, 75012, Paris, France","11 avenue du Tremblay, 75012, Paris, France",48.8321509,2.45253402951345,75012,France
172,Cité de l'architecture et du patrimoine,43435,2017-06-29,2017-06-01,research,,https://citedelarchitecture.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1, place du Trocadéro et du 11 Novembre, 75016, Paris, France","1, place du Trocadéro et du 11 Novembre, 75016, Paris, France","1, place du Trocadéro et du 11 Novembre, 75016, Paris, France",48.8628402,2.28714202625932,75016,France
173,Archives départementales de l'Indre,30439,2017-07-05,2017-07-01,archives,departemental,http://www.archives36.fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1 Rue Jeanne d'Arc, 36000, Châteauroux, France","1 Rue Jeanne d'Arc, 36000, Châteauroux, France","1 Rue Jeanne d'Arc, 36000, Châteauroux, France",46.81379345,1.70733711115623,36000,France
174,Fondation La main à la pâte,17443,2017-07-10,2017-07-01,education,,https://www.fondation-lamap.org,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"43 rue de Rennes, 75006, Paris, France","43 rue de Rennes, 75006, Paris, France","43 rue de Rennes, 75006, Paris, France",48.8532732,2.3328389,75006,France
175,Institut National de l'Information Géographique et Forestière,79004,2017-07-12,2017-07-01,research,national,https://www.ign.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"73 Avenue de Paris 94165 Saint-Mande CEDEX, France","73 Avenue de Paris, 94160, Saint-Mandé, France","73 Avenue de Paris, 94160, Saint-Mandé, France",48.845624,2.42458254487568,94160,France
176,Musée de l'Armée,66008,2017-08-04,2017-08-01,museum,,https://basedescollections.musee-armee.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"129 rue de Grenelle, 75007, Paris","129 rue de Grenelle, 75007, Paris","129 rue de Grenelle, 75007, Paris",48.8570374,2.3118779,75007,France
177,edulib,40015,2017-08-29,2017-08-01,education,,https://www.edulib.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"5 Allée de la 2ème Division Blindée, 75015, Paris, France","5 Allée de la 2ème Division Blindée, 75015, Paris, France","75015, Paris, France",48.8384348,2.29491626277717,75015,France
178,Educlever,27019,2017-09-04,2017-09-01,education,,http://educlever.io,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"89 bis, Rue Général Mangin, 38100, Grenoble, France","59 Rue Benoît Malon, 94250, Gentilly, France","59 Rue Benoît Malon, 94250, Gentilly, France",48.814426,2.341181,94250,France
179,Bibliothèque municipale de Lyon,75584,2017-09-21,2017-09-01,library,municipal,https://catalogue.bm-lyon.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"30 boulevard Vivier-Merle, 69003, Lyon, France","30 boulevard Vivier-Merle, 69003, Lyon, France","30 boulevard Vivier-Merle, 69003, Lyon, France",45.76048005,4.85729857257633,69003,France
180,Médiathèques d'Orléans,77916,2017-09-27,2017-09-01,library,municipal,https://mediatheques.orleans-metropole.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1, place Gambetta, CS 74311 / 45043 Orléans, cedex 1, France","1 Place Gambetta, 45043, Orléans, France","1 Place Gambetta, 45043, Orléans, France",47.9074295,1.90040323571428,45043,France
181,Archives départementales du Jura,36595,2017-10-05,2017-10-01,archives,departemental,http://www.archives39.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Impasse des Archives, 39570, BP14, Montmorot, France","Impasse des Archives, 39570, Montmorot, France","Impasse des Archives, 39570, Montmorot, France",46.6740901,5.5382453,39570,France
182,Effios,49591,2017-10-05,2017-10-01,education,,https://www.effios.fr/,,,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"SAS EFFIOS, 46 rue des Belles Feuilles, 75116 Paris, France","234 boulevard Saint Germain, 75007, Paris, France","234 boulevard Saint Germain, 75007, Paris, France",48.8624424,2.3192526,75007,France
183,Office français de protection des réfugiés et apatrides,23600,2017-10-09,2017-10-01,association,national,https://www.ofpra.gouv.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"201 rue Carnot, 94136 Fontenay-sous-bois cedex, France","201 Rue Carnot, 94120, Fontenay-sous-Bois, France","201 Rue Carnot, 94120, Fontenay-sous-Bois, France",48.8530306,2.4907836,94120,France
